"translation","source"
"A Intoner que governa a Cidade da Catedral. Ela é a mais{LF}madura e inteligente das irmãs, e também a única{LF}que entende completamente as verdadeiras intenções da Zero.{#Name=""One""}","The Intoner who rules the Cathedral City. She's the most{LF}mature and intelligent of the sisters, and also the only{LF}one who fully grasps Zero's true intentions.{#Name=""One""}"
"O irmão gêmeo de One, criado pela mesma. Ele foi escondido{LF}como um plano de contingência para destruir Zero e as outras Intoners.{LF}Ele idolatra One como irmã e mãe.{#Name=""Irmão de One""}","One's twin brother, created by One herself. He was hidden{LF}away as a failsafe to destroy Zero and the other Intoners.{LF}He idolizes One as both a sister and a mother.{#Name=""One's Brother""}"
"Um comerciante da Terra dos Mares que carrega uma grande{LF}mala ao redor dela. Como observadora e Registradora,{LF}ela vê Zero como uma singularidade de alto nível em seu trabalho.{#Name=""Accord""}","A shopkeeper from the Land of Seas who carries a large{LF}suitcase around with her. As an observer and Recorder,{LF}she views Zero as a top-level ""singularity"" in her work.{#Name=""Accord""}"
"Um anjo convocado por Dito usando o poder da canção de Five.{#Name=""Phanuel""}","An angel summoned by Dito using the power of Five's song.{#Name=""Phanuel""}"
"Um anjo convocado por Decadus usando o poder da canção de Four.{#Name=""Armaros""}","An angel summoned by Decadus using the power of Four's song.{#Name=""Armaros""}"
"Um anjo convocado por Octa usando o poder da canção de Three.{#Name=""Armisael""}","An angel summoned by Octa using the power of Three's song.{#Name=""Armisael""}"
"Um anjo convocado por Cent usando o poder da canção de Two.{#Name=""Egregori""}","An angel summoned by Cent using the power of Two's song.{#Name=""Egregori""}"
"Um dragão que foi transformado em um anjo por One.{#Name=""Gabriel""}","A dragon that was transformed into an angel by One.{#Name=""Gabriel""}"
"Um anjo convocado por Two e Cent.{#Name=""Raphael""}","An angel summoned by Two and Cent.{#Name=""Raphael""}"
"Um anjo convocado por One.{#Name=""Abdiel""}","An angel summoned by One.{#Name=""Abdiel""}"
"Um anjo dragão convocado por Four após sua mente ser quebrada.{#Name=""Zofiel""}","A dragon angel summoned by Four after her mind was broken.{#Name=""Zofiel""}"
"Um anjo convocado por Five após sua mente ser quebrada.{#Name=""Galgaliel""}","An angel summoned by Five after her mind was broken.{#Name=""Galgaliel""}"
"Um anjo—e um antigo dragão—convocado por Three{LF}após sua mente ser quebrada.{#Name=""Ezrael""}","An angel—and an ancient dragon—called forth by Three{LF}after her mind was broken.{#Name=""Ezrael""}"
