"translation","source","can_modify"
"Story summary 2050 First line{LF}Story summary 2050 Second line{LF}Story summary 2050 Third line{LF}Story summary 2050 Fourth line{LF}Story summary 2050 Fifth line","ストーリーあらすじ　２０５０　　　一行目{LF}ストーリーあらすじ　２０５０　　　二行目{LF}ストーリーあらすじ　２０５０　　　三行目{LF}ストーリーあらすじ　２０５０　　　四行目{LF}ストーリーあらすじ　２０５０　　　五行目","1"
"Story summary 2060 First line{LF}Story summary 2060 Second line{LF}Story summary 2060 Third line{LF}Story summary 2060 Fourth line{LF}Story summary 2060 Fifth line","ストーリーあらすじ　２０６０　　　一行目{LF}ストーリーあらすじ　２０６０　　　二行目{LF}ストーリーあらすじ　２０６０　　　三行目{LF}ストーリーあらすじ　２０６０　　　四行目{LF}ストーリーあらすじ　２０６０　　　五行目","1"
"Story summary 3010 First line{LF}Story summary 3010 Second line{LF}Story summary 3010 Third line{LF}Story summary 3010 Fourth line{LF}Story summary 3010 Fifth line","ストーリーあらすじ　３０１０　　　一行目{LF}ストーリーあらすじ　３０１０　　　二行目{LF}ストーリーあらすじ　３０１０　　　三行目{LF}ストーリーあらすじ　３０１０　　　四行目{LF}ストーリーあらすじ　３０１０　　　五行目","1"
"Story summary 3020 First line{LF}Story summary 3020 Second line{LF}Story summary 3020 Third line{LF}Story summary 3020 Fourth line{LF}Story summary 3020 Fifth line","ストーリーあらすじ　３０２０　　　一行目{LF}ストーリーあらすじ　３０２０　　　二行目{LF}ストーリーあらすじ　３０２０　　　三行目{LF}ストーリーあらすじ　３０２０　　　四行目{LF}ストーリーあらすじ　３０２０　　　五行目","1"
"Story summary 3030 First line{LF}Story summary 3030 Second line{LF}Story summary 3030 Third line{LF}Story summary 3030 Fourth line{LF}Story summary 3030 Fifth line","ストーリーあらすじ　３０３０　　　一行目{LF}ストーリーあらすじ　３０３０　　　二行目{LF}ストーリーあらすじ　３０３０　　　三行目{LF}ストーリーあらすじ　３０３０　　　四行目{LF}ストーリーあらすじ　３０３０　　　五行目","1"
"Story summary 3040 First line{LF}Story summary 3040 Second line{LF}Story summary 3040 Third line{LF}Story summary 3040 Fourth line{LF}Story summary 3040 Fifth line","ストーリーあらすじ　３０４０　　　一行目{LF}ストーリーあらすじ　３０４０　　　二行目{LF}ストーリーあらすじ　３０４０　　　三行目{LF}ストーリーあらすじ　３０４０　　　四行目{LF}ストーリーあらすじ　３０４０　　　五行目","1"
"Story summary 3050 First line{LF}Story summary 3050 Second line{LF}Story summary 3050 Third line{LF}Story summary 3050 Fourth line{LF}Story summary 3050 Fifth line","ストーリーあらすじ　３０５０　　　一行目{LF}ストーリーあらすじ　３０５０　　　二行目{LF}ストーリーあらすじ　３０５０　　　三行目{LF}ストーリーあらすじ　３０５０　　　四行目{LF}ストーリーあらすじ　３０５０　　　五行目","1"
"Story summary 3060 First line{LF}Story summary 3060 Second line{LF}Story summary 3060 Third line{LF}Story summary 3060 Fourth line{LF}Story summary 3060 Fifth line","ストーリーあらすじ　３０６０　　　一行目{LF}ストーリーあらすじ　３０６０　　　二行目{LF}ストーリーあらすじ　３０６０　　　三行目{LF}ストーリーあらすじ　３０６０　　　四行目{LF}ストーリーあらすじ　３０６０　　　五行目","1"
"Story summary 4010 First line{LF}Story summary 4010 Second line{LF}Story summary 4010 Third line{LF}Story summary 4010 Fourth line{LF}Story summary 4010 Fifth line","ストーリーあらすじ　４０１０　　　一行目{LF}ストーリーあらすじ　４０１０　　　二行目{LF}ストーリーあらすじ　４０１０　　　三行目{LF}ストーリーあらすじ　４０１０　　　四行目{LF}ストーリーあらすじ　４０１０　　　五行目","1"
"Story summary 4020 First line{LF}Story summary 4020 Second line{LF}Story summary 4020 Third line{LF}Story summary 4020 Fourth line{LF}Story summary 4020 Fifth line","ストーリーあらすじ　４０２０　　　一行目{LF}ストーリーあらすじ　４０２０　　　二行目{LF}ストーリーあらすじ　４０２０　　　三行目{LF}ストーリーあらすじ　４０２０　　　四行目{LF}ストーリーあらすじ　４０２０　　　五行目","1"
"Story summary 4030 First line{LF}Story summary 4030 Second line{LF}Story summary 4030 Third line{LF}Story summary 4030 Fourth line{LF}Story summary 4030 Fifth line","ストーリーあらすじ　４０３０　　　一行目{LF}ストーリーあらすじ　４０３０　　　二行目{LF}ストーリーあらすじ　４０３０　　　三行目{LF}ストーリーあらすじ　４０３０　　　四行目{LF}ストーリーあらすじ　４０３０　　　五行目","1"
"Story summary 4040 First line{LF}Story summary 4040 Second line{LF}Story summary 4040 Third line{LF}Story summary 4040 Fourth line{LF}Story summary 4040 Fifth line","ストーリーあらすじ　４０４０　　　一行目{LF}ストーリーあらすじ　４０４０　　　二行目{LF}ストーリーあらすじ　４０４０　　　三行目{LF}ストーリーあらすじ　４０４０　　　四行目{LF}ストーリーあらすじ　４０４０　　　五行目","1"
"Story summary 5010 First line{LF}Story summary 5010 Second line{LF}Story summary 5010 Third line{LF}Story summary 5010 Fourth line{LF}Story summary 5010 Fifth line","ストーリーあらすじ　５０１０　　　一行目{LF}ストーリーあらすじ　５０１０　　　二行目{LF}ストーリーあらすじ　５０１０　　　三行目{LF}ストーリーあらすじ　５０１０　　　四行目{LF}ストーリーあらすじ　５０１０　　　五行目","1"
"Story summary 5020 First line{LF}Story summary 5020 Second line{LF}Story summary 5020 Third line{LF}Story summary 5020 Fourth line{LF}Story summary 5020 Fifth line","ストーリーあらすじ　５０２０　　　一行目{LF}ストーリーあらすじ　５０２０　　　二行目{LF}ストーリーあらすじ　５０２０　　　三行目{LF}ストーリーあらすじ　５０２０　　　四行目{LF}ストーリーあらすじ　５０２０　　　五行目","1"
"Story summary 5030 First line{LF}Story summary 5030 Second line{LF}Story summary 5030 Third line{LF}Story summary 5030 Fourth line{LF}Story summary 5030 Fifth line","ストーリーあらすじ　５０３０　　　一行目{LF}ストーリーあらすじ　５０３０　　　二行目{LF}ストーリーあらすじ　５０３０　　　三行目{LF}ストーリーあらすじ　５０３０　　　四行目{LF}ストーリーあらすじ　５０３０　　　五行目","1"
"Story summary 5040 First line{LF}Story summary 5040 Second line{LF}Story summary 5040 Third line{LF}Story summary 5040 Fourth line{LF}Story summary 5040 Fifth line","ストーリーあらすじ　５０４０　　　一行目{LF}ストーリーあらすじ　５０４０　　　二行目{LF}ストーリーあらすじ　５０４０　　　三行目{LF}ストーリーあらすじ　５０４０　　　四行目{LF}ストーリーあらすじ　５０４０　　　五行目","1"
"Story summary 3210 First line{LF}Story summary 3210 Second line{LF}Story summary 3210 Third line{LF}Story summary 3210 Fourth line{LF}Story summary 3210 Fifth line","ストーリーあらすじ　３２１０　　　一行目{LF}ストーリーあらすじ　３２１０　　　二行目{LF}ストーリーあらすじ　３２１０　　　三行目{LF}ストーリーあらすじ　３２１０　　　四行目{LF}ストーリーあらすじ　３２１０　　　五行目","1"
"Story summary 3220 First line{LF}Story summary 3220 Second line{LF}Story summary 3220 Third line{LF}Story summary 3220 Fourth line{LF}Story summary 3220 Fifth line","ストーリーあらすじ　３２２０　　　一行目{LF}ストーリーあらすじ　３２２０　　　二行目{LF}ストーリーあらすじ　３２２０　　　三行目{LF}ストーリーあらすじ　３２２０　　　四行目{LF}ストーリーあらすじ　３２２０　　　五行目","1"
"Story summary 3230 First line{LF}Story summary 3230 Second line{LF}Story summary 3230 Third line{LF}Story summary 3230 Fourth line{LF}Story summary 3230 Fifth line","ストーリーあらすじ　３２３０　　　一行目{LF}ストーリーあらすじ　３２３０　　　二行目{LF}ストーリーあらすじ　３２３０　　　三行目{LF}ストーリーあらすじ　３２３０　　　四行目{LF}ストーリーあらすじ　３２３０　　　五行目","1"
"Story summary 3240 First line{LF}Story summary 3240 Second line{LF}Story summary 3240 Third line{LF}Story summary 3240 Fourth line{LF}Story summary 3240 Fifth line","ストーリーあらすじ　３２４０　　　一行目{LF}ストーリーあらすじ　３２４０　　　二行目{LF}ストーリーあらすじ　３２４０　　　三行目{LF}ストーリーあらすじ　３２４０　　　四行目{LF}ストーリーあらすじ　３２４０　　　五行目","1"
"Story summary 3250 First line{LF}Story summary 3250 Second line{LF}Story summary 3250 Third line{LF}Story summary 3250 Fourth line{LF}Story summary 3250 Fifth line","ストーリーあらすじ　３２５０　　　一行目{LF}ストーリーあらすじ　３２５０　　　二行目{LF}ストーリーあらすじ　３２５０　　　三行目{LF}ストーリーあらすじ　３２５０　　　四行目{LF}ストーリーあらすじ　３２５０　　　五行目","1"
"Story summary 4110 First line{LF}Story summary 4110 Second line{LF}Story summary 4110 Third line{LF}Story summary 4110 Fourth line{LF}Story summary 4110 Fifth line","ストーリーあらすじ　４１１０　　　一行目{LF}ストーリーあらすじ　４１１０　　　二行目{LF}ストーリーあらすじ　４１１０　　　三行目{LF}ストーリーあらすじ　４１１０　　　四行目{LF}ストーリーあらすじ　４１１０　　　五行目","1"
"Story summary 4120 First line{LF}Story summary 4120 Second line{LF}Story summary 4120 Third line{LF}Story summary 4120 Fourth line{LF}Story summary 4120 Fifth line","ストーリーあらすじ　４１２０　　　一行目{LF}ストーリーあらすじ　４１２０　　　二行目{LF}ストーリーあらすじ　４１２０　　　三行目{LF}ストーリーあらすじ　４１２０　　　四行目{LF}ストーリーあらすじ　４１２０　　　五行目","1"
"Story summary 4130 First line{LF}Story summary 4130 Second line{LF}Story summary 4130 Third line{LF}Story summary 4130 Fourth line{LF}Story summary 4130 Fifth line","ストーリーあらすじ　４１３０　　　一行目{LF}ストーリーあらすじ　４１３０　　　二行目{LF}ストーリーあらすじ　４１３０　　　三行目{LF}ストーリーあらすじ　４１３０　　　四行目{LF}ストーリーあらすじ　４１３０　　　五行目","1"
"Story summary 5110 First line{LF}Story summary 5110 Second line{LF}Story summary 5110 Third line{LF}Story summary 5110 Fourth line{LF}Story summary 5110 Fifth line","ストーリーあらすじ　５１１０　　　一行目{LF}ストーリーあらすじ　５１１０　　　二行目{LF}ストーリーあらすじ　５１１０　　　三行目{LF}ストーリーあらすじ　５１１０　　　四行目{LF}ストーリーあらすじ　５１１０　　　五行目","1"
"Story summary 5120 First line{LF}Story summary 5120 Second line{LF}Story summary 5120 Third line{LF}Story summary 5120 Fourth line{LF}Story summary 5120 Fifth line","ストーリーあらすじ　５１２０　　　一行目{LF}ストーリーあらすじ　５１２０　　　二行目{LF}ストーリーあらすじ　５１２０　　　三行目{LF}ストーリーあらすじ　５１２０　　　四行目{LF}ストーリーあらすじ　５１２０　　　五行目","1"
"Story summary 1410 First line{LF}Story summary 1410 Second line{LF}Story summary 1410 Third line{LF}Story summary 1410 Fourth line{LF}Story summary 1410 Fifth line","ストーリーあらすじ　１４１０　　　一行目{LF}ストーリーあらすじ　１４１０　　　二行目{LF}ストーリーあらすじ　１４１０　　　三行目{LF}ストーリーあらすじ　１４１０　　　四行目{LF}ストーリーあらすじ　１４１０　　　五行目","1"
"Story summary 2410 First line{LF}Story summary 2410 Second line{LF}Story summary 2410 Third line{LF}Story summary 2410 Fourth line{LF}Story summary 2410 Fifth line","ストーリーあらすじ　２４１０　　　一行目{LF}ストーリーあらすじ　２４１０　　　二行目{LF}ストーリーあらすじ　２４１０　　　三行目{LF}ストーリーあらすじ　２４１０　　　四行目{LF}ストーリーあらすじ　２４１０　　　五行目","1"
"Story summary 4510 First line{LF}Story summary 4510 Second line{LF}Story summary 4510 Third line{LF}Story summary 4510 Fourth line{LF}Story summary 4510 Fifth line","ストーリーあらすじ　４５１０　　　一行目{LF}ストーリーあらすじ　４５１０　　　二行目{LF}ストーリーあらすじ　４５１０　　　三行目{LF}ストーリーあらすじ　４５１０　　　四行目{LF}ストーリーあらすじ　４５１０　　　五行目","1"
"Story summary 2310 First line{LF}Story summary 2310 Second line{LF}Story summary 2310 Third line{LF}Story summary 2310 Fourth line{LF}Story summary 2310 Fifth line","ストーリーあらすじ　２３１０　　　一行目{LF}ストーリーあらすじ　２３１０　　　二行目{LF}ストーリーあらすじ　２３１０　　　三行目{LF}ストーリーあらすじ　２３１０　　　四行目{LF}ストーリーあらすじ　２３１０　　　五行目","1"
"Story summary 2320 First line{LF}Story summary 2320 Second line{LF}Story summary 2320 Third line{LF}Story summary 2320 Fourth line{LF}Story summary 2320 Fifth line","ストーリーあらすじ　２３２０　　　一行目{LF}ストーリーあらすじ　２３２０　　　二行目{LF}ストーリーあらすじ　２３２０　　　三行目{LF}ストーリーあらすじ　２３２０　　　四行目{LF}ストーリーあらすじ　２３２０　　　五行目","1"
"Story summary 3310 First line{LF}Story summary 3310 Second line{LF}Story summary 3310 Third line{LF}Story summary 3310 Fourth line{LF}Story summary 3310 Fifth line","ストーリーあらすじ　３３１０　　　一行目{LF}ストーリーあらすじ　３３１０　　　二行目{LF}ストーリーあらすじ　３３１０　　　三行目{LF}ストーリーあらすじ　３３１０　　　四行目{LF}ストーリーあらすじ　３３１０　　　五行目","1"
"Story summary 3320 First line{LF}Story summary 3320 Second line{LF}Story summary 3320 Third line{LF}Story summary 3320 Fourth line{LF}Story summary 3320 Fifth line","ストーリーあらすじ　３３２０　　　一行目{LF}ストーリーあらすじ　３３２０　　　二行目{LF}ストーリーあらすじ　３３２０　　　三行目{LF}ストーリーあらすじ　３３２０　　　四行目{LF}ストーリーあらすじ　３３２０　　　五行目","1"
"Story summary 4310 First line{LF}Story summary 4310 Second line{LF}Story summary 4310 Third line{LF}Story summary 4310 Fourth line{LF}Story summary 4310 Fifth line","ストーリーあらすじ　４３１０　　　一行目{LF}ストーリーあらすじ　４３１０　　　二行目{LF}ストーリーあらすじ　４３１０　　　三行目{LF}ストーリーあらすじ　４３１０　　　四行目{LF}ストーリーあらすじ　４３１０　　　五行目","1"
"Story summary 4320 First line{LF}Story summary 4320 Second line{LF}Story summary 4320 Third line{LF}Story summary 4320 Fourth line{LF}Story summary 4320 Fifth line","ストーリーあらすじ　４３２０　　　一行目{LF}ストーリーあらすじ　４３２０　　　二行目{LF}ストーリーあらすじ　４３２０　　　三行目{LF}ストーリーあらすじ　４３２０　　　四行目{LF}ストーリーあらすじ　４３２０　　　五行目","1"
"Story summary 1310 First line{LF}Story summary 1310 Second line{LF}Story summary 1310 Third line{LF}Story summary 1310 Fourth line{LF}Story summary 1310 Fifth line","ストーリーあらすじ　１３１０　　　一行目{LF}ストーリーあらすじ　１３１０　　　二行目{LF}ストーリーあらすじ　１３１０　　　三行目{LF}ストーリーあらすじ　１３１０　　　四行目{LF}ストーリーあらすじ　１３１０　　　五行目","1"
"Story summary 5310 First line{LF}Story summary 5310 Second line{LF}Story summary 5310 Third line{LF}Story summary 5310 Fourth line{LF}Story summary 5310 Fifth line","ストーリーあらすじ　５３１０　　　一行目{LF}ストーリーあらすじ　５３１０　　　二行目{LF}ストーリーあらすじ　５３１０　　　三行目{LF}ストーリーあらすじ　５３１０　　　四行目{LF}ストーリーあらすじ　５３１０　　　五行目","1"
"Story summary 5320 First line{LF}Story summary 5320 Second line{LF}Story summary 5320 Third line{LF}Story summary 5320 Fourth line{LF}Story summary 5320 Fifth line","ストーリーあらすじ　５３２０　　　一行目{LF}ストーリーあらすじ　５３２０　　　二行目{LF}ストーリーあらすじ　５３２０　　　三行目{LF}ストーリーあらすじ　５３２０　　　四行目{LF}ストーリーあらすじ　５３２０　　　五行目","1"
"Quest explanation 1010_1 First line{LF}Quest explanation 1010_1 Second line{LF}Quest explanation 1010_1 Third line","クエスト説明　１０１０＿１　　　　一行目{LF}クエスト説明　１０１０＿１　　　　二行目{LF}クエスト説明　１０１０＿１　　　　三行目","1"
"The people of the Land of Seas really love their{LF}Tealstones. I've got a request in for seven of{LF}them; bring them back and you'll be rewarded.","The people of the Land of Seas really love their{LF}Tealstones. I've got a request in for seven of{LF}them; bring them back and you'll be rewarded.","1"
"Ox Horns are a popular item used to send{LF}messages in the Land of Seas, and I have{LF}an order for eight of them. Can you help?","Ox Horns are a popular item used to send{LF}messages in the Land of Seas, and I have{LF}an order for eight of them. Can you help?","1"
"The Book of Hope is a sacred text from the Land of{LF}Seas. Nine volumes are known to exist, and I need{LF}you to find them. Of course, a reward awaits!","The Book of Hope is a sacred text from the Land of{LF}Seas. Nine volumes are known to exist, and I need{LF}you to find them. Of course, a reward awaits!","1"
"クエスト説明　１０２０＿１　　　　一行目{LF}クエスト説明　１０２０＿１　　　　二行目{LF}クエスト説明　１０２０＿１　　　　三行目","クエスト説明　１０２０＿１　　　　一行目{LF}クエスト説明　１０２０＿１　　　　二行目{LF}クエスト説明　１０２０＿１　　　　三行目","1"
"Ever heard of Pinkstones? People in the Land of{LF}Seas use them as protective charms, and I can{LF}sell them for a bundle. Bring me three, okay?","Ever heard of Pinkstones? People in the Land of{LF}Seas use them as protective charms, and I can{LF}sell them for a bundle. Bring me three, okay?","1"
"Folks in the Land of Seas use Unicorn Horns to{LF}communicate with each other over long distances.{LF}Think you can round up three for me?","Folks in the Land of Seas use Unicorn Horns to{LF}communicate with each other over long distances.{LF}Think you can round up three for me?","1"
"The Book of Ambition is a legendary tome among{LF}the people of the Land of Seas, but someone split{LF}it into three volumes. I'd like you to retrieve them.","The Book of Ambition is a legendary tome among{LF}the people of the Land of Seas, but someone split{LF}it into three volumes. I'd like you to retrieve them.","1"
"Como agradecimento por toda sua ajuda, aqui vai uma dica gratuita:{LF}Tenho relatórios de um gigas que está protegendo um grande{LF}monte de ouro....Eu suponho que você sabe o que fazer?","As thanks for all your help, here's a free tip:{LF}I have reports of a gigas that's protecting a big{LF}pile of gold. ...I assume you know what to do?","1"
"Explicação da Quest 1030_2 Primeira linha{LF}Explicação da Quest 1030_2 Segunda linha{LF}Explicação da Quest 1030_2 Terceira linha","クエスト説明　１０３０＿２　　　　一行目{LF}クエスト説明　１０３０＿２　　　　二行目{LF}クエスト説明　１０３０＿２　　　　三行目","1"
"Explicação da Quest 1040_1 Primeira linha{LF}Explicação da Quest 1040_1 Segunda linha{LF}Explicação da Quest 1040_1 Terceira linha","クエスト説明　１０４０＿１　　　　一行目{LF}クエスト説明　１０４０＿１　　　　二行目{LF}クエスト説明　１０４０＿１　　　　三行目","1"
"Explicação da Quest 1040_2 Primeira linha{LF}Explicação da Quest 1040_2 Segunda linha{LF}Explicação da Quest 1040_2 Terceira linha","クエスト説明　１０４０＿２　　　　一行目{LF}クエスト説明　１０４０＿２　　　　二行目{LF}クエスト説明　１０４０＿２　　　　三行目","1"
"Um Match de Sobrevivência está prestes a começar sobre{LF}na arena. Se você puder sobreviver a sete rodadas,{LF}eu vou garantir que você seja recompensado adequadamente.","A Survival Match is about to begin over{LF}in the arena. If you can survive seven rounds,{LF}I'll make sure you're properly rewarded.","1"
"Um Match de Sobrevivência está prestes a começar sobre{LF}na arena. Se você puder sobreviver a oito rodadas,{LF}eu vou garantir que você seja recompensado adequadamente.","A Survival Match is about to begin over{LF}in the arena. If you can survive eight rounds,{LF}I'll make sure you're properly rewarded.","1"
"Um Match de Sobrevivência está prestes a começar sobre{LF}na arena. Se você puder sobreviver a nove rodadas,{LF}eu vou garantir que você seja recompensado adequadamente.","A Survival Match is about to begin over{LF}in the arena. If you can survive nine rounds,{LF}I'll make sure you're properly rewarded.","1"
"Um Match de Sobrevivência está prestes a começar sobre{LF}na arena. Se você puder sobreviver a dez rodadas,{LF}eu vou garantir que você seja recompensado adequadamente.","A Survival Match is about to begin over{LF}in the arena. If you can survive ten rounds,{LF}I'll make sure you're properly rewarded.","1"
"Explicação da Quest 2010_1 Primeira linha{LF}Explicação da Quest 2010_1 Segunda linha{LF}Explicação da Quest 2010_1 Terceira linha","クエスト説明　２０１０＿１　　　　一行目{LF}クエスト説明　２０１０＿１　　　　二行目{LF}クエスト説明　２０１０＿１　　　　三行目","1"
"Quest Explanation 2010_2 First line{LF}Quest Explanation 2010_2 Second line{LF}Quest Explanation 2010_2 Third line","クエスト説明　２０１０＿２　　　　一行目{LF}クエスト説明　２０１０＿２　　　　二行目{LF}クエスト説明　２０１０＿２　　　　三行目","1"
"Quest Explanation 2020_1 First line{LF}Quest Explanation 2020_1 Second line{LF}Quest Explanation 2020_1 Third line","クエスト説明　２０２０＿１　　　　一行目{LF}クエスト説明　２０２０＿１　　　　二行目{LF}クエスト説明　２０２０＿１　　　　三行目","1"
"People in the Land of Mountains use Flintstones{LF}to start fires. ...Beats matches, I suppose.{LF}Anyway, can you track down seven for me?","People in the Land of Mountains use Flintstones{LF}to start fires. ...Beats matches, I suppose.{LF}Anyway, can you track down seven for me?","1"
"Some locals from the Land of Mountains need{LF}eight Hawk Talons, which means I need you to{LF}find them for me. You'll have to use spears.","Some locals from the Land of Mountains need{LF}eight Hawk Talons, which means I need you to{LF}find them for me. You'll have to use spears.","1"
"There's a holy tome in the Land of Mountains{LF}called the Book of Reticence, and it's been split{LF}into nine volumes. Retrieve them for a reward.","There's a holy tome in the Land of Mountains{LF}called the Book of Reticence, and it's been split{LF}into nine volumes. Retrieve them for a reward.","1"
"Quest Explanation 2030_1 First line{LF}Quest Explanation 2030_1 Second line{LF}Quest Explanation 2030_1 Third line","クエスト説明　２０３０＿１　　　　一行目{LF}クエスト説明　２０３０＿１　　　　二行目{LF}クエスト説明　２０３０＿１　　　　三行目","1"
"Quest Explanation 2030_2 First line{LF}Quest Explanation 2030_2 Second line{LF}Quest Explanation 2030_2 Third line","クエスト説明　２０３０＿２　　　　一行目{LF}クエスト説明　２０３０＿２　　　　二行目{LF}クエスト説明　２０３０＿２　　　　三行目","1"
"As thanks for all your help, here's a free tip:{LF}A little bird told me of a titan who's guarding{LF}a large amount of gold. Why not investigate?","As thanks for all your help, here's a free tip:{LF}A little bird told me of a titan who's guarding{LF}a large amount of gold. Why not investigate?","1"
"Quest Explanation 2040_2 First line{LF}Quest Explanation 2040_2 Second line{LF}Quest Explanation 2040_2 Third line","クエスト説明　２０４０＿２　　　　一行目{LF}クエスト説明　２０４０＿２　　　　二行目{LF}クエスト説明　２０４０＿２　　　　三行目","1"
"Quest Explanation 2050_1 First line{LF}Quest Explanation 2050_1 Second line{LF}Quest Explanation 2050_1 Third line","クエスト説明　２０５０＿１　　　　一行目{LF}クエスト説明　２０５０＿１　　　　二行目{LF}クエスト説明　２０５０＿１　　　　三行目","1"
"Pessoas na Terra das Montanhas têm pedido{LF}pedras âmbar um bocado ultimamente. Você poderia{LF}empreender uma jornada fria e rastrear três para mim?","People in the Land of Mountains have been asking{LF}for Amberstones an awful lot lately. Could you{LF}venture into the cold and track down three for me?","1"
"Procurando uma recompensa agradável? Bem, então, como{LF}ir para a Terra das Montanhas e me trazer{LF}três Garras de Águia? Elas estão em demanda agora.","Looking for a nice reward? Well then, how about{LF}heading to the Land of Mountains and getting me{LF}three Eagle Talons? They're in demand right now.","1"
"Já ouviu falar do Livro do Estoicismo? É um texto{LF}sagrado da Terra das Montanhas. Existem três{LF}volumes no total, e, bem, eu preciso de todos os três...","Ever heard of the Book of Stoicism? It's a sacred{LF}text from the Land of Mountains. There are three{LF}volumes in total, and, well, I need all three...","1"
"Explicação da Quest 2060_1{LF}Explicação da Quest 2060_1{LF}Explicação da Quest 2060_1","クエスト説明　２０６０＿１　　　　一行目{LF}クエスト説明　２０６０＿１　　　　二行目{LF}クエスト説明　２０６０＿１　　　　三行目","1"
"Explicação da Quest 2060_2{LF}Explicação da Quest 2060_2{LF}Explicação da Quest 2060_2","クエスト説明　２０６０＿２　　　　一行目{LF}クエスト説明　２０６０＿２　　　　二行目{LF}クエスト説明　２０６０＿２　　　　三行目","1"
"Explicação da Quest 3010_1{LF}Explicação da Quest 3010_1{LF}Explicação da Quest 3010_1","クエスト説明　３０１０＿１　　　　一行目{LF}クエスト説明　３０１０＿１　　　　二行目{LF}クエスト説明　３０１０＿１　　　　三行目","1"
